feedback5@wagatv.com,WAGA
wagt@wagt.com,WAGT
walb@walb.com,WALB
wbmq@wbmq.com,WBMQ 630 AM
tv22wjcl@aol.com,WBSG
wcoh1400@aol.com,WCOH 1400 AM
dj@wdmg.com,WDMG 860 AM
radiocenter@wdun.com,WDUN 550 AM
danat@wfxg.com,WFXG
wfxl@wfxl.com,WFXL
wgac@wgac.com,WGAC 580 AM
WGNXTV@aol.com,WGNX
eagle1023@aol.com,WLAG 1240 AM
wltz38@knology.net,WLTZ
talkback@13wmaz.com,WMAZ
wmgt@hom.net,WMGT
wmgt@hom.net,WMGT-TV 41
mail@country102fm.com,WMVG 1450 AM
wnegtv@bellsouth.net,WNEG
wrbltv3@mindspring.com,WRBL
wrdw@wrdw.com,WRDW
ddyer@ngweb.net,WRWH 1350 AM
mail@wsav.com,WSAV
mail@wtoctv.com,WTOC
info@11alive.com,WXIA
bill_wolpin@intertec.com,Waste Age
wjhnews@gate.net,Waycross Journal-Herald
ginews@aloha.net,The Garden Island
letters@honoluluadvertiser.com,The Honolulu Advertiser
lfuller@amcity.com,The Pacific Business News
dave@hilohawaiitribune.com,Hawaii Tribune-Herald
citydesk@starbulletin.com,Honolulu Star-Bulletin
kgmbnews@pixi.com,KGMB
ddames@excite.com,KGU 760 AM
mbuenconsejo@khnl.com,KHNL
khon@pixi.com,KHON
info@khvh830am.com,KHVH
news4@kitv.com,KITV
haltimes@maui.net,Maui Free Press
editor@mauinews.com,Maui News
wht@aloha.net,West Hawaii Today
idworld@micron.net,The Idaho World
editor@moscow.com,The Moscow-Pullman Daily News
sip@safelink.net,The South Idaho Press
twinews@micron.net,The Times-News
editor@cdapress.com,Coeur d' Alene Press
swilliams@idahonews.com,Idaho Falls Post Register
info@mtexpress.com,Idaho Mountain Express
vholbrook@idahopress.com,Idaho Press-Tribune
jmayor@journalnet.com,Idaho State Journal
editorial@boise.gannett.com,Idaho Statesman
webmaster@2online.com,KBCI
kidktv3@srv.net,KIDK
news@localnews8.com,KIFI
mary.beth@klewtv.com,KLEW
webmaster@kmvt.com,KMVT
kpvinews6@aol.com,KPVI
ktrvtv@cyberhighway.net,KTRV
tell7@ktvb.com,KTVB
fox35@magiclink.com,KXTF
alajr@lmtribune.com,Lewiston Morning Tribune
editor@news-examiner.net,News-Examiner
mike.chapin@exchange.copleypress,The Beacon-News
editorial@carmitimes.com,The Carmi Times and Weekly Times
chris.bailey@exchange.copleypress.com,The Courier News
courier.news@exchange.copleypress.com,The Courier-News
advocatepress@wworld.com,The Daily Clay County Advocate-Press
Sherren@SaukValley.com,The Daily Gazette
editorial@dailyherald.com,The Daily Herald
dlyledgr@theramp.net,The Daily Ledger
tdeneal@dailyregister.com,The Daily Register
thetimes@theramp.net,The Daily Times
editorial@daily-journal.com,The Daily and Sunday Journal
lee.trig@exchange.copleypress.com,The Herald-News
jrogers@journalstandard.com,The Journal-Standard
sentinelvoice@yahoo.com,The Morning Sentinel
danhagen@sullivanil.com,The News Progress
Charles.Selle@copleypress.com,The News-Sun
bwills@pantagraph.com,The Pantagraph
whig@whig.com,The Quincy Herald-Whig
lewis1@midwest.net,The Robinson Daily News
carl_rexroad@southernillinoisan.com,The Southern Illinoisan
sjr@sj-r.com,The State Journal-Register
cindyl@times-press.com,The Streator Times-Press
telegraph@primary.net,The Telegraph
inde@inde-news.com,The Woodstock Independent
Street,Woodstock
editor@thezephyr.com,The Zephyr
Irma.N.Aviles@abc.com,Paul Harvey News And Comment
abajournal@abanet.org,ABA Journal: The Lawyers Magazine
edit@adage.com,Advertising Age
letters@bnd.com,Belleville News-Democrat
bdrnews1@aol.com,Belvidere Daily Republican
benton@intrnet.net,Benton Evening News
biweb@crain.com,Business Insurance
sentinelvoice@yahoo.com,Centralia Sentinel
letters@news-gazette.com,Champaign News-Gazette
letters@suntimes.com,Chicago Sun-Times
TribLetter@aol.com,Chicago Tribune
rkfdinst@hughestech.net,Chronicles: A Magazine of American Culture
lsmith@dancomnews.com,Commercial-News
dev@ais.net,Crain's Chicago Business
ldr1comp@fcg.net,Daily Leader
drrmc@midwest.net,Daily Republican Register
editor@reviewatlas.com,Daily Review Atlat
southstr@ais.net,Daily Southtown
hrnews@herald.com,Herald-Review
Lee.Trigg@exchange.copleypress.com,Joliet Herald News
jama-letters@ama-assn.org,Journal of the American Medical Association
news7@khqa.com,KHQA
editorial@kcchronicle.com,Kane County Chronicle
starcourier@cin.net,Kewanee Star Courier
journal@macomb.com,Macomb Journal
tpetro@mariondaily.com,Marion Daily Republican
info@mbjournal.com,Minority Business Journal
Moderndoc@mindspring.com,Modern Physician
mdherald@cbcast.com,Morris Daily Herald
letters@nwherald.com,Northwest Herald
news@parisbeacon.com,Paris Beacon
jsteinfel@pekin.net,Pekin Daily Times
sschramm@crain.com,Pensions & Investments
forum@pjstar.com,Peoria Journal-Star
mtv@intrnet.net,Register-News
newnews@rrstar.com,Rockford Register Star
jlarson@svnmail.com,Telegraph
wand@aol.com,WAND
news@wcia.com,WCIA
talk@wdws.com,WDWS 1400 AM
webmaster@week.com,WEEK
wfldtv@aol.com,WFLD
news@wgem.com,WGEM
wgnradio@tribune.com,WGN 720 AM
whcoradio@whcoradio.com,WHCO 1230 AM
TALKBACK@hoinews.com,WHOI
news20@fgi.net,WICS
talkto23@ixnetcom.com,WIFR
wkan@staradio.com,WKAN1320 AM
sheila@xlc.com,WKRS 1220 AM
nbc5.chicago@nbc.com,WMAQ
wmay@wmay.com,WMAY 970 AM
wmbdtv@wmbd.com,WMBD
wpeo@wpeo.com,WPEO 1020 AM
wpna@virtualconduit.com,WPNA 1490 AM
wqad@wqad.com,WQAD
wrex@wrex.com,WREX
programs@wrsptv.com,WRSP
wsil3@midamer.net,WSIL
wtad@wtad.com,WTAD 930 AM
wwdmail@aol.com,Water and Wastes Digest
cleach@evansville.net,The Evansville Courier and Press
enews@mis.net,The Evening News
thestar@local.net,The Evening Star
ftimes@intranix.com,The Frankfort Times
recorder@indy.net,The Indianapolis Recorder
stareditor@starnews.com,The Indianapolis Star-News
jgnews@jg.net,The Journal Gazette
editor@journal-courier.com,The Journal and Courier
ha1@netnitco.net,The LaPorte Herald-Argus
Letters@howpubs.com,The Munster Times
editor@thepoint.net,The New Albany Tribune
opinion@michigancityin.com,The News-Dispatch
terryh@kpcnews.net,The News-Sun
perutribune@intranix.com,The Peru Tribune
pilot@thepilotnews.com,The Pilot News
andrea@sigecom.net,The Princeton Daily Clarion
soundoff@therepublic.com,The Republic
news@rochsent.com,The Rochester Sentinel
letters@howpubs.com,The Times
tribune@link.freedom.com,The Tribune
plaindealer@intranix.com,The Wabash Plain Dealer
ebernsee@ccrtc.com,Banner Graphic
btimes@intranix.com,Brazil Times
newsexaminer@newsexaminer.com,Connersville News-Examiner
dailydemo@decaturnet.com,Decatur Daily Democrat
truthmkt@elktruth.com,Elkhart Truth
nsnews@news-sentinel.com,Fort Wayne News-Sentinel
ptvoice@aol.com,Gary Post-Tribune
News@GoshenNews.com,Goshen News
dailynews@seidata.com,Greensburg Daily News
thb@indol.com,Herald Bulletin
letters@heraldt.com,Herald-Times
tribune@ktonline.com,Kokomo Tribune
letters@thestarpress.com,Muncie Star Press
ctimes@thecouriertimes.com,New Castle Courier-Times
comments@pharostribune.com,Pharos-Tribune
reporter@reporter-times.com,Reporter-Times
republic@seidata.com,Rushville Republican
shelbynews@shelbynews.com,Shelbyville News
SBTNews@sbtinfo.com,South Bend Tribune
VOP@sbtinfo.com,South Bend Tribune
tmnews@tmnews.com,TIMES-MAIL
max.jones@tribstar.com,Tribune-Star
bschmitt@suncommercial.com,Vincennes Sun-Commercial
wane-tv@cris.com,WANE
oldies105@go.com,WBIW 1340 AM
wcsi@wcsiradio.com,WCSI 101 AM
info@wevv.com,WEVV
wfft@fwi.com,WFFT
wfft@mail.fwi.com,WFFT
newswatch14@dynasty.net,WFIE
live@whbu.com,WHBU 1240 AM
wibc@emmis.com,WIBC 1070 AM
wishmail@wish-tv.com,WISH
feedback@nbc33.com,WKJG
wlfi2@holli.com,WLFI
newscenter16@wndu.com,WNDU
info@wowo.com,WOWO 1190 AM
wpta@wpta.com,WPTA
wrtv@aol.com,WRTV
wsal@wsal.com,WSAL 1230 AM
wsbtnews@wsbt.com,WSBT
fox28@skyenet.net,WSJV
newsroom@wthi.emmis.com,WTHI
wthr13@aol.com,WTHR
dick_wrtc@am1340.com,WTRC 1340 AM
fox7news@wtvw.com,WTVW
wtwotv2@indy.net,WTWO
wxintv@mail.wxin.com,WXIN
news@timeswrsw.com,Warsaw Times-Union
mmaust@dmrtc.net,Washington Times-Herald
freepress@nwkansas.com,The COLBY FREE PRESS
tribune@chanute.com,The Chanute Tribune
edit@cjournal.com,The Coffeyville Journal
dailyu@dailyu.com,The Daily Union
eldtimes@southwind.net,The El Dorado Times
egazette@valu-line.com,The Emporia Gazette
opinion@gctelegram.com,The Garden City Telegram
opinion@gctelegram.com,The Garden City Tribune
jbloom@hutchnews.com,The Hutchinson News
register@midusa.net,The Iola Register
letters@themercury.com,The Manhattan Mercury
nknews@thekansan.com,The Newton Kansan
odn@joconews.com,The Olathe Daily News
letters@ottawaherald.com,The Ottawa Herald
tbell@saljournal.com,The Salina Journal
weedit@wichitaeagle.com,The Wichita Eagle
globe@npgco.com,Atchison Daily Globe
rzinn@augustagazette.com,Augusta Daily Gazette
editorial@derbydailyrep.com,Derby Daily Reporter
news@kake.com,KAKE
tacom@kansas.net,KFRM 550 AM
kloe@goodland.exks.com,KLOE 730 AM
wayne@krsl.com,KRSL 990 AM
csanders@informatics.net,KSAL 1150 AM
foxfeedback@foxkansas.com,KSAS
27news@ksnt.com,KSNT
ksnlistens@ksn.com,KSNW
49email@newssource49.com,KTKA
ktmj@ktmj.com,KTMJ
news@kwch.com,KWCH
kckdaily@discoverynet.com,Kansas City Kansan
letters@ljworld.com,Lawrence Journal-World
mcpsent@southwind.net,McPherson Sentinel
editor@parsonssun.com,Parsons Sun
editor@swdtimes.com,Southwest Daily Times
letters@cjonline.com,Topeka Capital-Journal
13news@wibw.com,WIBW
wdn@idir.net,Wellington Daily News
courier@winfieldcourier.com,Winfield Daily Courier
advocate@amnews.com,The Advocate Messenger
cjletter@louisv02.gannett.com,The Courier-Journal
letters@dailyindependent.com,The Daily Independent
editor@bgdailynews.com,The Daily News of Bowling Green
jwilson@barrencountyky.com,The Glasgow Daily Times
rjenkins@thegleaner.com,The Gleaner
kyedits@cincypost.com,The Kentucky Post
ponto@maysvilleky.net,The Ledger-Independent
letters@the-messenger.com,The Messenger
ne@ne.infi.net,The News-Enterprise
mthrower@paducahsun.com,The Paducah Sun
editor@richmondregister.com,The Richmond Register
newsroom@timesleader.net,The Times Leader
news@ucadvocate.com,The Union County Advocate
bb@winchestersun.com,The Winchester Sun
cknj@kyol.net,Central Kentucky News-Journal
editor@kentuckynewera.com,Kentucky New Era
hleditorial@herald-leader.com,Lexington Herald-Leader
jstovall@heraldledger.com,Lynn County Herald-Ledger
news@messenger-inquirer.com,Messenger-Inquirer
wave3news@wave3tv.com,WAVE
wbko@wbko.com,WBKO
news@fox41.com,WDRB
mgreenwe@whas-tv.com,WHAS
wkyt@lex.infi.net,WKYT
wlex@wlextv.com,WLEX
wlky@iglou.com,WLKY
aunderwood@wpsdtv.com,WPSD
36listens@wtvq.com,WTVQ
egf@kih.net,WYMT
readerswrite@thetowntalk.com,The Alexandria Daily Town Talk
letters@houmatoday.com,The Courier
acasmg@theadvertiser.com,The Daily Advertiser
dailyiberian@aisp.net,The Daily Iberian
dailynws@neosoft.com,The Daily News
news@daily-review.com,The Daily Review
star@i-55.com,The Daily Star
news@americanpress.com,The Lake Charles American Press
sentry@neosoft.com,The Slidell Sentry-News
letters@shreveporttimes.com,The Times
Tpletters@aol.com,The Times-Picayune
bbankston@theadvocate.com,Baton Rouge Advocate
letters@dailyworld.com,Daily World
star@i-55.com,Hammond Daily Star
krystal@kadn.com,KADN
fox14@mail.bayou.com,KARD
31news@klax-tv.com,KLAX
news@klfy.com,KLFY
kmss@kmsstv.com,KMSS
knoetv8@iamerica.net,KNOE
info@kplctv.com,KPLC
ksla@ksla.com,KSLA
ktal@ktal-tv.com,KTAL
ktbs@aol.com,KTBS
region10@bayou.com,KTVE
hcomeaux@watchfox.com,KVHP
webmaster@press-herald.com,Minden Press-Herald
rdlnews@ruston-leader.comp,Ruston Daily Leader
wafb@raycommedia.com,WAFB
wbrz@aol.com,WBRZ
info@wdsu.com,WDSU
feedback@fox44.com,WGMB
wgno-tv@tribune.com,WGNO
fox8@wvue.emmis.com,WVUE
editors@prospect.org,The American Prospect
letters@phx.com,The Boston Phoenix
oped@csps.com,The Christian Science Monitor
newsroom@gazettenet.com,The Daily Hampshire Gazette
newsroom@enterprisenews.com,The Enterprise
info@thejewishadvocate.com,The Jewish Advocate
letters@recorder.com,The Recorder
Newsroom@S-T.com,The Standard-Times
aturco@stonehamonline.com,The Stoneham Independent
opinion@thesunchronicle.com,The Sun Chronicle
worcetser-feedback@phx.com,The Worcester Phoenix
david.brudnoy@wbz.com,David Brudnoy Show
howiecarr@mindspring.com,Howie Carr Talk Radio
eagle@berkshire.net,Berkshire Eagle
letter@globe.com,Boston Globe
letterstoeditor@bostonherald.com,Boston Herald
letters@capecodonline.com,Cape Cod Times
letters@eagletribune.com,Eagle-Tribune
hgazette@tiac.com,Haverhill Gazette
editor@heraldnews.com,Herald-News
gstorey@mail.joc.com,Journal of Commerce
Postmaster@lowellsun.com,Lowell Sun
editpage@ledger.com,Patriot Ledger
sen@ecnnews.com,Salem Evening News
sentinel@medianewsgroup.com,Sentinel and Enterprise
comments@masslive.com,Springfield Union-News
stratbus@aol.com,Strategy and Business
newstips@telegram.com,Telegram and Gazette
news@mvgazette.com,Vineyard Gazette
newstips@wbz.com,WBZ
wcvb@aol.com,WCVB
news40@wggb.com,WGGB
newstips@whdh.com,WHDH
news@wwlp.com,WWLP
letters@telegram.com,Worcester Telegram & Gazette
sysop@lol.shareworld.com,Z Magazine
news@ellsworthamerican.com,The Ellsworth American
kjedit@centralmaine.com,The Kennebec Journal
letters@sunjournal.com,The Sun Journal
news@TimesRecord.com,The Times-Record
bdnmail@bangornews.infi.net,Bangor Daily News
news@journaltribune.com,Biddeford Journal Tribune
msedit@centralmaine.com,Central Maine Morning Sentinel
letters@pressherald.com,Portland Press Herald and Maine Sunday Telegram
probertson@wabi-tv.com,WABI
news@wagm.com,WAGM
email@wcsh6.com,WCSH
tvmail@wgme-tv.com,WGME
wlbz@wlbz.com,WLBZ
wmtw@wmtw.com,WMTW
Fox51@wpxt.com,WPXT
wviitv@aol.com,WVII
jmcgovern@aa-news.com,The Ann Arbor News
editor@thedailyreporter.com,The Coldwater Daily Reporter
fj@FlintJ.com,The Flint Journal
hlldsnl@sentinelnet.net,The Holland Sentinel
tribune@hdtinfo.com,The Huron Daily Tribune
jcpnews@citpat.com,The Jackson Citizen Patriot
edit@macombdaily.com,The Macomb Daily
MDNletters@mdn.net,The Midland Daily News
mmjournal@upgroup.com,The Mining Journal
news@tdi.net,The Monroe Evening News
journal@voyager.net,The Sturgis Journal
awletter@crain.com,Auto Week
jteahen@crain.com,Automotive News
huckle@cadillacnews.com,Cadillac Evening News
telegram@lenconnect.com,Daily Telegram
editpg@freepress.com,Detroit Free Press
letters@detnews.com,Detroit News
lpainter@grandhaventribune.com,Grand Haven Tribune
pulse@gr-press.com,Grand Rapids Press
ldn@ludingtondailynews.com,Ludington Daily News
petoskeynews@petoskeynews.com,Petoskey News-Review
dmiller@record-eagle.com,Traverse City Record-Eagle
wbkp@wbkp.com,WBKP
wdiv@aol.com,WDIV
weyitv25@aol.com,WEYI
wgtu@aol.com,WGTU
wilx@brigadoon.com,WILX
contact@fox2detroit.com,WJBK
wjrt@cris.com,WJRT
wlajnews@wlaj.com,WLAJ
wlns@sojourn.com,WLNS
tv6news@wluctv6.com,WLUC
wnemtv5@mdp.com,WNEM
woodtv@woodtv.com,WOOD
wotv@wotv.com,WOTV
tv7-4@tv7-4.com,WPBN
bhobson@wsmh.SBGnet.com,WSMH
tv7-4@tv7-4.com,WTOM
wwmt99b@prodigy.com,WWMT
news@tv9and10.com,WWTV
news@tv9and10.com,WWUP
feedback@wxmi.com,WXMI
talkback@wxyztv.com,WXYZ
wzzmtv@aol.com,WZZM
dailyd@brainerd.net,The Brainerd Daily Dispatch
djournal@prtel.com,The Fergus Falls Daily Journal
Editor@mankato-freepress.com,The Free Press
timg@livewireprinting.com,The Jackson County Pilot
editor.postreview@ecm-inc.com,The Post Review
letters@winonadailynews.com,The Winona Daily News
tribune@wolf.co.net,Albert Lea Tribune
Herald@wolf.co.net,Austin Daily Herald
dglobe@rconnect.com,Daily Globe
news.staff@fergusfallsjournal.com,Daily Journal
newstrib@duluth.infi.net,Duluth News Tribune
echo@rea-alp.com,Echo Press
independent@oweb.com,Independent
mail@kaaltv.com,KAAL
kare11@kare11.com,KARE
channel6@kbjr.com,KBJR
kcco@kccotv.com,KCCO
kcco@kccotv.com,KCCW
news3@kdlh.com,KDLH
keycmail@keyc.com,KEYC
news@kttc.com,KTTC
lamonitor@lamonitor.com,Los Alamos Monitor
letters@citypages.com,Minneapolis City Pages
opinion@startribune.com,Minneapolis Star Tribune
letters@postbulletin.com,Post-Bulletin
sentnews@ronnect.com,Sentinel
sctimes@cloudnet.com,St. Cloud Times
letters@pioneerpress.com,St. Paul Pioneer Press
editor@utne.com,Utne Reader
choice@wcco.com,WCCO
wdio@aol.com,WDIO
feedbacK@fox29.com,WFTC
wadenapj@wcta.net,Wadena Pioneer Journal
feedback@wctrib.com,West Central Tribune
dbrendel@examiner.net,The Blue Springs Examiner
esimpson@joplinglobe.com,The Joplin Globe
editor@marshallnews.com,The Marshall Democrat-News
letters@riverfronttimes.com,The Riverfront Times
jrobertson@tribmail.com,Columbia Daily Tribune
editor@digmo.org,Columbia Missourian
bhunt@dddnews.com,Daily Dunklin Democrat
webmmaster@hannibal.net,Hannibal Courier Post
dbrendel@examiner.net,Independence Examiner
newstribune@ultraweb.net,Jefferson City News Tribune
kctv@kctv.com,KCTV
feedback@fox27.com,KDEB
kmbc@blairlake.com,KMBC
info@kmiz.com,KMIZ
kolr10@kolr10.com,KOLR
news@komu.com,KOMU
kqtv@aol.com,KQTV
web13@socket.net,KRCG
ksdk@accessus.net,KSDK
news@kshb.com,KSHB
knsftv@aol.com,KSNF
kspr33@pcis.net,KSPR
ktvi2@aol.com,KTVI
dquesenberry@ktvotv3.com,KTVO
ky3@ky3.com,KYTV
thestar@kcstar.com,Kansas City Star
editor@lebanondailyrecord.com,Lebanon Daily Record
pitch@pitch.com,Pitch Weekly
rdn@rollanet.org,Rolla Daily News
letters@semissourian.com,Southeast Missourian
mmaness@springfi.gannett.com,Springfield News-Leader
letters@mpgco.com,St. Joseph News-Press
letters@postnet.com,St. Louis Post-Dispatch
74774.3704@compuserve.com,WDAF
news@bolivarcom.com,The Bolivar Commercial
desotoappeal@desotoappeal.com,The DeSoto Appeal
mailbag@thedemocrat.com,The Democrat
mslink@misnet.com,The Mississippi Link
sgraning@natchezdemocrat.com,The Natchez Democrat
toeditor@sunherald.com,The Sun Herald
msanders@afa.net,American Family Radio
maildrop@sunherald.com,Biloxi-Gulfport Sun Herald
djnews@djournal.com,Daily Journal
FayetteNews@hotmail.com,Fayette Chronicle
letters@jackson.gannett.com,Jackson Clarion-Ledger
editor@jacksonprogressive.com,Jackson Progressive
letters@onlinemadison.com,Madison County Journal
mjb@msbusiness.com,Mississippi Business Journal
picitem@datastar.net,Picayune Item
staff@vicksburgpost.com,Vicksburg Post
jrogers@wabg.com,WABG
wapt@misnet.com,WAPT
mind@wbci.com,WCBI
input@wdam.com,WDAM
wdbd@netdoor.com,WDBD
krys@wboc.com,WJTV
news@wlbt.com,WLBT
wlox.@wlox.com,WLOX
wtok@netdoor.com,WTOK
wtva@netdoor.com,WTVA
wxvt@tecinfo.com,WXVT
newsed@dailyinterlake.com,The Daily Inter Lake
editor@helenair.com,The Independent Record
enterprise@ycsi.net,The Livingston Enterprise
editor@mtstandard.com,The Montana Standard
mteagle@digisys.net,Big Fork Eagle
speakup@bsw.net,Billings Gazette
citydesk@gomontana.com,Bozeman Daily Chronicle
bgifford@havredailynews.com,Havre Daily News
news@montana.com,KCFW
news@montana.com,KECI
kfbb@kfbb.com,KFBB
khmt@khmt.com,KHMT
kerrjar@yahoo.com,KMTF
kpax@kpax.com,KPAX
krtv@krtv.com,KRTV
ksvi@ksvi.com,KSVI
program@ktgf.com,KTGF
ktmf@ktmf.com,KTMF
news@montana.com,KTVM
q2news@ktvq.com,KTVQ
kulr8tv@wtp.net,KULR
abc18_28@abc18-28.com,KWYB
leader@cyberport.net,Lake County Leader
lctimes@ttc-cmc.net,Liberty County Times
newsdesk@missoulian.com,Missoulian
westnews@libby.org,Western News
editor@alliancetimes.com,The Alliance Times-Herald
editor@nque.com,The North Platte Telegraph
news@sarpytimes.com,The Times
telegram@megavision.com,Columbus Telegram
editor@theindependent.com,Grand Island Independent
newsplex@ketv.com,KETV
khas-tv@navix.net,KHAS
news@ntv.kearney.net,KHGI
klkntv@aol.com,KLKN
intouch@kmtv3.com,KMTV
knop@nponline.net,KNOP
teneleven@aol.com,KOLN
ktvg@usa.net,KTVG
kearneyhub@kearney.net,Kearney Hub
feedback@nebweb.com,Lincoln Journal Star
ndnews@ncfcomm.com,Norfolk Daily News
pulse@owh.com,Omaha World-Herald
smiller@wespub.com,Scottsbluff Star-Herald
sixonline@wowt.com,WOWT
editor@citizen-times.com,The Asheville Citizen-Times
newstimes@aol.com,The CARTERET COUNTY NEWS-TIMES
criscoe@courier-tribune.com,The Courier-Tribune
elizabethcity@coxnews.com,The Daily Advance
letters@jacksonvilledailynews.com,The Daily News
mschulken@coxnews.com,The Daily Reflector
eletters@fayettevillenc.com,The Fayetteville Observer-Times
news@newsargus.com,The Goldsboro News-Argus
letters@herald-sun.com,The Herald-Sun
letterbox@hpe.com,The High Point Enterprise
letters,leters@jdnews.com
Shelby_Star@link.freedom.com,The Shelby Star
pilot@southport.net,The State Port Pilot
info@wilsondaily.com,The Wilson Daily Times
news@journalnow.com,The Winston-Salem Journal
opinion@charlotte.com,Charlotte Observer
edpage@greensboro.com,Greensboro News & Record
forum@nando.com,News & Observer
sunjournal@link.freedom.com,Record & Landmark
rockymount@coxnews.com,Rocky Mount Telegram
timesnews@freedom.com,Times-News
webmaster@wbtv.com,WBTV
station@fox18wccb.com,WCCB
6news@nbc6.com,WCNC
news@wcti12.com,WCTI
wect@wect.com,WECT
news2@wfmy.com,WFMY
fox8@wghp.com,WGHP
witn@witntv.com,WITN
wlfl@nando.net,WLFL
wlosnews@ioa.com,WLOS
keith.acree@nbc.com,WNCN
rgall@wral-tv.com,WRAZ
fox26@wsfx.com,WSFX
wtvd@aol.com,WTVD
wway@wwaytv3.com,WWAY
newschannel12@wxii.com,WXII
news@wxlv.com,WXLV
citydesk@wilmingtonstar.com,Wilmington Morning Star
bismarcktribune@ndonline.com,The Bismarck Tribune
devilsjournal@stellarnet.com,The Devils Lake Daily Journal
newspres@ctctel.com,The Dickinson Press
js@jamestownsun.com,The Jamestown Sun
daily@minot.com,The Minot Daily News
letters@forumcomm.com,Fargo Forum
kgrinde@gfherald.com,Grand Forks Herald
general_delivery@kfyrtv.com,KFYR
kbmykmcy@btigate.com,KMCY
feedback@kmot.com,KMOT
kqcd@dickinson.ctctel.com,KQCD
kumvtv@nccray.com,KUMV
feedback@kvlytv11.com,KVLY
kxjb@kx4.com,KXJB
kxmbtv@btigate.com,KXMB
wday@forumcomm.com,WDAY
DailySun@mountwashingtonvalley.co,The Conway Daily Sun
edit@rcnewspaper.com,The Exeter News-Letter
edit@rcnewspapers.com,The Hampton Union
letters@keenesentinel.com,The Keene Sentinel
edit@rcnewspapers,The Rockingham News
news@telegraph-nh.com,The Telegraph
pbakke@cmonitor.com,Concord Monitor
letters@fosters.com,Foster's Daily Democrat
theul@aol.com,Manchester Union Leader and New Hampshire Sunday News
pherald@aol.com,Portsmouth Herald
wmurtv@wmur.com,WMUR
editor@alliancetimes.com,The Alliance Times-Herald
editor@nque.com,The North Platte Telegraph
news@sarpytimes.com,The Times
telegram@megavision.com,Columbus Telegram
editor@theindependent.com,Grand Island Independent
newsplex@ketv.com,KETV
khas-tv@navix.net,KHAS
news@ntv.kearney.net,KHGI
klkntv@aol.com,KLKN
intouch@kmtv3.com,KMTV
knop@nponline.net,KNOP
teneleven@aol.com,KOLN
ktvg@usa.net,KTVG
kearneyhub@kearney.net,Kearney Hub
feedback@nebweb.com,Lincoln Journal Star
ndnews@ncfcomm.com,Norfolk Daily News
pulse@owh.com,Omaha World-Herald
smiller@wespub.com,Scottsbluff Star-Herald
sixonline@wowt.com,WOWT
cnletter@c-n.com,The Courier News
letters@dailyrecord.com,The Daily Record
Filexpress@aol.com,The Filipino Express Newspaper
jjletters@aol.com,The Jersey Journal
Comments@NJHerald.com,The New Jersey Herald
newstips@pressplus.com,The Press of Atlantic City
editor@pacpub.com,The Princeton Packet
eletters@starledger.com,The Star-Ledger
news@njtimes.com,The Times
editor@trentonian.com,The Trentonian
editors@american-politics.com,American Politics Journal
yourviews@app.com,Asbury Park Press
gtaber@njbiz.com,BUSINESS NEWS New Jersey
LettersToTheEditor@bergen.com,Bergen Record
GCTimes@Medianewsgroup.com,Bridgeton Evening News
cpmetro@courierpostonline.com,Camden Courier-Post
GCTimes@Medianewsgroup.com,Gloucester County Times
letters@thnt.com,Home News Tribune
opinion@msnbc.com,MSNBC
LettersToTheEditor@bergen.com,Record
esojsunbeam@newschoice.com,Today's Sunbeam
wmgmtv@acy.digex.net,WMGM
letters@abqtrib.com,The Albuquerque Tribune
herald@riolink.com,The Herald
thelink@swcp.com,The New Mexico Jewish Link
copydesk@sfnewmexican.com,The Santa Fe New Mexican
adn@zianet.com,Alamogordo Daily News
opinion@abqjournal.com,Albuquerque Journal
dtimes@cyberport.com,Daily Times
editlight@zianet.com,Deming Headlight
news@hobbsnews.com,Hobbs News-Sun
kasatv@kasa.com,KASA
news7koat@aol.com,KOAT
kobtv@kobtv.com,KOB
newsroom@kobftv.com,KOBF
admin@cbssouthwest.com,KRQE
hcousland@lcsun-news.com,Las Cruces Sun-News
leader@leaconet.com,Lovington Daily Leader
sierra@nmbiz.com,New Mexico Business Journal
letters@outsidemag.com,Outside
rdr@lookingglass.net,Roswell Daily Record
rc@tahoe.com,The Record-Courier
elkind@sierra.net,Elko Independent
HomeNewsNV@aol.com,Henderson Home News
info@kenv.com,KENV
klasinfo@klas-tv.com,KLAS
NewsChannel8@KOLOTV.com,KOLO
comments@krnv.com,KRNV
kntv13@kntv.com,KTNV
ktvn@ktvn.com,KTVN
ch3@kvbc.com,KVBC
fox5news@mdp.com,KVVU
letters@lvrj.com,Las Vegas Review-Journal
letters@lasvegassun.com,Las Vegas Sun
appeal@tahoe.com,Nevada Appeal
bonanza@tahoe.com,North Lake Tahoe Bonanza
rc@tahoe.com,Record Courier
rgjmail@nevadanet.com,Reno Gazette-Journal
adtrib@bright.net,The Advertiser-Tribune
letters@theblade.com,The Blade
dthom@en.com,The Call and Post
letters@rep-printing.com,The Canton Repository
ECT@ohio.net,The Chronicle-Telegram
postedits@cincypost.com,The Cincinnati Post
letterstotheeditor@thecourier.com,The Courier
crescent@defnet.com,The Crescent-News
editor@sourcenews.com,The Daily Reporter
newsroom@delgazette.com,The Delaware Gazette
opinion@ohio.net,The Gazette
dallen@journalink.com,The Journal-News
ponto@ntr.net,The Ledger-Independent
letters@limanews.com,The Lima News
news@madison-press.com,The Madison Press
judy@marysvillejt.com,The Marysville Journal-Tribune
editor@recordpub.com,The Record-Courier
